File_ID,English_name,Vocalization_type,Quality,Time,AM_PM,Year,Month,Day,X,Y,Quadrant
90610,Pinkfinch,call,B,10:30,am,2011,11,30,126,139,1
51763,Pinkfinch,call,A,?,?,2010,4,4,143,121,1
317048,Purple Tooting Tout,song,D,5:30,am,2016,5,14,143,111,1
314557,Purple Tooting Tout,call,A,7:00,am,2016,4,27,141,116,1
362567,Purple Tooting Tout,song,A,8:08,am,2016,10,26,127,117,1
399858,Purple Tooting Tout,call,E,12:17,pm,2017,7,21,153,114,1
145290,Purple Tooting Tout,call,A,18:00,pm,2013,7,26,135,126,1
319610,Queenscoat,call,A,5:10,am,2016,6,2,149,125,1
201555,Queenscoat,call,B,7:00,am,2014,11,5,134,108,1
286198,Queenscoat,song,B,10:30,am,2015,6,1,144,122,1
14877,Rose-crested Blue Pipit,song,A,5:35,am,2007,7,1,127,167,1
406172,Rose-crested Blue Pipit,song,C,5:40,am,2017,6,7,147,113,1
105151,Rose-crested Blue Pipit,song,A,5:56,am,2012,6,16,127,118,1
401782,Rose-crested Blue Pipit,song,A,6:00,am,2008,6,29,129,123,1
164204,Rose-crested Blue Pipit,song,A,6:00,am,2012,4,30,151,154,1
120731,Rose-crested Blue Pipit,call,A,6:00,am,2005,7,21,127,117,1
12122,Rose-crested Blue Pipit,song,A,6:00,am,2007,4,7,166,153,1
171853,Rose-crested Blue Pipit,song,B,6:00,am,2010,5,28,148,151,1
164203,Rose-crested Blue Pipit,call,B,6:00,am,2012,4,30,140,112,1
222803,Rose-crested Blue Pipit,song,C,6:00,am,1998,4,5,125,116,1
362922,Rose-crested Blue Pipit,call,B,6:12,am,2015,4,25,158,105,1
89862,Rose-crested Blue Pipit,song,A,6:15,am,1996,4,28,147,154,1
106772,Rose-crested Blue Pipit,call,A,6:35,am,2012,6,29,149,151,1
345797,Rose-crested Blue Pipit,call,B,6:43,am,2015,8,10,158,107,1
345801,Rose-crested Blue Pipit,call,B,6:45,am,2015,8,10,124,117,1
293918,Rose-crested Blue Pipit,"""call, song""",B,6:45,am,2015,6,5,109,114,1
282616,Rose-crested Blue Pipit,song,C,6:52,am,2015,4,7,134,116,1
149220,Rose-crested Blue Pipit,song,B,6:57,am,2013,6,9,146,158,1
160293,Rose-crested Blue Pipit,song,C,6:58,am,2013,5,4,147,154,1
364567,Rose-crested Blue Pipit,song,A,7:00,am,2017,4,14,124,121,1
344091,Rose-crested Blue Pipit,song,B,7:00,am,2007,5,26,139,148,1
344090,Rose-crested Blue Pipit,song,B,7:00,am,2015,6,1,147,119,1
134979,Rose-crested Blue Pipit,song,B,7:00,am,2013,5,6,118,111,1
312965,Rose-crested Blue Pipit,call,B,7:11,am,2016,4,19,125,117,1
293914,Rose-crested Blue Pipit,song,A,7:19,am,2015,6,5,142,114,1
225347,Rose-crested Blue Pipit,call,A,7:23,am,2015,3,15,163,117,1
324018,Rose-crested Blue Pipit,song,B,7:30,am,2016,6,9,150,120,1
182666,Rose-crested Blue Pipit,call,B,7:30,am,2014,4,29,128,119,1
182663,Rose-crested Blue Pipit,call,C,7:30,am,2014,4,29,131,125,1
176636,Rose-crested Blue Pipit,song,A,7:40,am,2013,6,6,121,132,1
377874,Rose-crested Blue Pipit,song,A,7:43,am,2000,6,11,134,118,1
345556,Rose-crested Blue Pipit,call,B,7:44,am,2015,8,10,152,121,1
406171,Rose-crested Blue Pipit,call,A,7:48,am,2017,6,7,125,133,1
255560,Rose-crested Blue Pipit,call,B,7:50,am,2015,3,10,115,129,1
345795,Rose-crested Blue Pipit,call,B,7:52,am,2015,10,24,143,106,1
139528,Rose-crested Blue Pipit,song,A,8:00,am,2009,5,30,134,144,1
30397,Rose-crested Blue Pipit,song,A,8:00,am,2009,2,22,125,121,1
216670,Rose-crested Blue Pipit,"""call, song""",B,8:00,am,2009,4,19,136,166,1
191515,Rose-crested Blue Pipit,song,B,8:00,am,2014,7,6,125,110,1
164230,Rose-crested Blue Pipit,call,B,8:00,am,2014,1,11,147,155,1
294798,Rose-crested Blue Pipit,call,C,8:00,am,2015,12,12,113,114,1
91845,Rose-crested Blue Pipit,call,C,8:00,am,2011,12,1,132,150,1
18970,Rose-crested Blue Pipit,song,D,8:00,am,2007,12,22,104,123,1
345802,Rose-crested Blue Pipit,song,B,8:04,am,2015,4,8,149,114,1
354538,Rose-crested Blue Pipit,call,B,8:10,am,2017,2,5,144,110,1
162568,Rose-crested Blue Pipit,call,B,8:10,am,2013,5,26,135,158,1
222806,Rose-crested Blue Pipit,song,C,8:10,am,2007,2,15,147,157,1
277998,Rose-crested Blue Pipit,song,C,8:20,am,2015,5,3,128,117,1
277999,Rose-crested Blue Pipit,song,B,8:25,am,2015,5,3,123,129,1
278001,Rose-crested Blue Pipit,call,C,8:27,am,2015,5,3,143,115,1
299736,Rose-crested Blue Pipit,call,A,8:29,am,2015,5,31,131,133,1
110765,Rose-crested Blue Pipit,song,A,8:30,am,2012,5,29,146,111,1
191476,Rose-crested Blue Pipit,song,B,8:30,am,2014,7,3,135,106,1
125878,Rose-crested Blue Pipit,call,B,8:30,am,2013,2,4,146,155,1
63086,Rose-crested Blue Pipit,call,C,8:46,am,2010,10,9,138,161,1
345562,Rose-crested Blue Pipit,call,B,8:53,am,2015,3,31,157,124,1
191418,Rose-crested Blue Pipit,song,B,9:00,am,2014,7,2,136,126,1
191417,Rose-crested Blue Pipit,call,B,9:00,am,2014,7,2,148,147,1
191416,Rose-crested Blue Pipit,call,B,9:00,am,2014,7,2,127,116,1
191415,Rose-crested Blue Pipit,call,B,9:00,am,2014,7,2,148,159,1
164634,Rose-crested Blue Pipit,call,B,9:00,am,2014,1,12,148,156,1
164631,Rose-crested Blue Pipit,call,B,9:00,am,2014,1,12,142,150,1
363136,Rose-crested Blue Pipit,call,C,9:00,am,2017,4,4,139,114,1
150457,Rose-crested Blue Pipit,call,C,9:00,am,2013,10,13,161,141,1
125402,Rose-crested Blue Pipit,song,C,9:00,am,2013,3,17,151,166,1
293916,Rose-crested Blue Pipit,call,A,9:01,am,2015,6,5,147,117,1
383446,Rose-crested Blue Pipit,call,B,9:30,am,2017,8,18,130,108,1
256362,Rose-crested Blue Pipit,call,B,9:30,am,2015,2,11,137,138,1
295352,Rose-crested Blue Pipit,call,C,9:30,am,2015,12,11,129,117,1
288915,Rose-crested Blue Pipit,song,C,9:30,am,2015,3,19,120,111,1
237009,Rose-crested Blue Pipit,"""call, song""",C,9:30,am,2015,4,21,106,138,1
345552,Rose-crested Blue Pipit,song,B,9:34,am,2015,4,20,135,118,1
345551,Rose-crested Blue Pipit,song,D,9:34,am,2016,2,10,124,111,1
345553,Rose-crested Blue Pipit,song,B,9:38,am,2015,4,20,133,116,1
237005,Rose-crested Blue Pipit,song,C,9:40,am,2015,4,21,127,117,1
80749,Rose-crested Blue Pipit,song,B,9:58,am,2011,5,14,146,156,1
387404,Rose-crested Blue Pipit,call,A,10:00,am,2017,9,18,149,115,1
387405,Rose-crested Blue Pipit,call,B,10:00,am,2017,9,18,125,104,1
387403,Rose-crested Blue Pipit,call,B,10:00,am,2017,9,18,130,107,1
342417,Rose-crested Blue Pipit,call,B,10:00,am,2016,11,11,136,130,1
222805,Rose-crested Blue Pipit,song,C,10:00,am,2000,6,11,148,154,1
169033,Rose-crested Blue Pipit,call,C,10:00,am,2011,9,9,125,122,1
161630,Rose-crested Blue Pipit,song,C,10:00,am,2013,12,28,130,120,1
313073,Rose-crested Blue Pipit,call,B,10:29,am,2016,4,14,133,120,1
320496,Rose-crested Blue Pipit,song,B,10:30,am,2016,4,14,119,121,1
305761,Rose-crested Blue Pipit,song,B,10:30,am,2016,2,28,121,116,1
158163,Rose-crested Blue Pipit,call,B,10:30,am,2013,12,18,164,173,1
111777,Rose-crested Blue Pipit,call,C,10:34,am,2012,10,22,127,117,1
342729,Rose-crested Blue Pipit,call,B,10:35,am,2016,11,13,116,132,1
34861,Rose-crested Blue Pipit,song,B,10:45,am,2009,5,23,143,112,1
349700,Rose-crested Blue Pipit,call,B,11:00,am,2016,12,28,170,110,1
41282,Rose-crested Blue Pipit,call,B,11:00,am,2009,10,12,145,151,1
134755,Rose-crested Blue Pipit,song,C,11:00,am,2013,5,24,145,154,1
233383,Rose-crested Blue Pipit,call,A,11:19,am,2015,3,15,142,114,1
233384,Rose-crested Blue Pipit,song,B,11:29,am,2015,3,15,120,118,1
261402,Rose-crested Blue Pipit,call,B,11:30,am,2015,7,18,147,121,1
233386,Rose-crested Blue Pipit,song,B,11:35,am,2015,3,15,130,114,1
345557,Rose-crested Blue Pipit,call,B,11:39,am,2015,12,25,153,113,1
345558,Rose-crested Blue Pipit,call,B,11:40,am,2015,12,25,150,110,1
345560,Rose-crested Blue Pipit,call,B,11:41,am,2015,12,25,154,127,1
313778,Rose-crested Blue Pipit,song,B,11:45,am,2016,4,24,130,122,1
222804,Rose-crested Blue Pipit,song,C,12:00,pm,2003,4,18,144,178,1
174364,Rose-crested Blue Pipit,song,D,12:00,pm,2014,4,13,130,139,1
339833,Rose-crested Blue Pipit,call,B,12:30,pm,2016,10,23,149,118,1
339832,Rose-crested Blue Pipit,call,B,12:30,pm,2016,10,23,149,111,1
314104,Rose-crested Blue Pipit,song,B,12:30,pm,2016,4,28,128,116,1
395927,Rose-crested Blue Pipit,call,C,12:30,pm,2017,11,23,137,111,1
291662,Rose-crested Blue Pipit,call,B,12:39,pm,2015,11,23,152,119,1
368492,Rose-crested Blue Pipit,call,A,12:45,pm,2017,3,13,141,124,1
401720,Rose-crested Blue Pipit,call,A,13:00,pm,2016,12,28,132,121,1
401719,Rose-crested Blue Pipit,call,A,13:00,pm,2016,12,28,106,107,1
351273,Rose-crested Blue Pipit,call,A,13:00,pm,2017,1,17,146,114,1
306340,Rose-crested Blue Pipit,song,E,13:00,pm,2016,3,8,104,124,1
345561,Rose-crested Blue Pipit,call,B,13:01,pm,2015,12,25,110,120,1
56867,Rose-crested Blue Pipit,song,C,13:03,pm,2010,6,25,135,120,1
111775,Rose-crested Blue Pipit,call,A,13:05,pm,2012,10,22,129,112,1
291090,Rose-crested Blue Pipit,call,B,13:25,pm,2015,5,16,137,109,1
291091,Rose-crested Blue Pipit,call,B,13:50,pm,2015,5,16,134,123,1
111776,Rose-crested Blue Pipit,call,B,13:58,pm,2012,10,22,109,121,1
113144,Rose-crested Blue Pipit,call,B,14:00,pm,2012,10,6,113,110,1
43857,Rose-crested Blue Pipit,call,B,14:00,pm,2010,2,4,134,152,1
345563,Rose-crested Blue Pipit,call,B,14:18,pm,2016,1,3,128,118,1
59000,Rose-crested Blue Pipit,song,B,14:30,pm,2010,6,14,146,154,1
345796,Rose-crested Blue Pipit,call,B,14:39,pm,2016,1,3,152,122,1
345564,Rose-crested Blue Pipit,call,B,14:45,pm,2016,1,3,149,117,1
371525,Rose-crested Blue Pipit,"""call, song""",D,14:59,pm,2017,4,23,109,134,1
298739,Rose-crested Blue Pipit,call,A,15:00,pm,2016,1,9,124,116,1
118322,Rose-crested Blue Pipit,call,A,15:00,pm,2013,1,15,140,149,1
118320,Rose-crested Blue Pipit,call,A,15:00,pm,2013,1,15,127,113,1
206618,Rose-crested Blue Pipit,song,C,15:00,pm,2014,5,24,133,109,1
118321,Rose-crested Blue Pipit,call,A,15:20,pm,2013,1,15,152,154,1
163385,Rose-crested Blue Pipit,call,A,15:27,pm,2014,1,5,152,154,1
35964,Rose-crested Blue Pipit,call,A,15:30,pm,2008,9,30,142,164,1
277952,Rose-crested Blue Pipit,song,A,15:34,pm,2015,5,26,128,116,1
181907,Rose-crested Blue Pipit,call,A,17:00,pm,2014,3,13,123,110,1
164501,Rose-crested Blue Pipit,song,A,17:30,pm,1993,5,3,131,120,1
306344,Rose-crested Blue Pipit,song,B,19:00,pm,2016,3,6,159,129,1
306343,Rose-crested Blue Pipit,call,B,19:00,pm,2016,3,6,111,115,1
325274,Rose-crested Blue Pipit,song,D,20:30,pm,2016,6,23,140,114,1
277989,Rose-crested Blue Pipit,song,A,20:31,pm,2015,5,26,159,117,1
172485,Rose-crested Blue Pipit,song,B,20:50,pm,2013,5,8,138,150,1
162563,Rose-crested Blue Pipit,song,A,21:05,pm,2013,5,25,116,108,1
162562,Rose-crested Blue Pipit,?,B,21:15,pm,2013,5,25,161,159,1
162565,Rose-crested Blue Pipit,call,B,21:16,pm,2013,5,25,135,119,1
162566,Rose-crested Blue Pipit,call,A,21:18,pm,2013,5,25,142,121,1
378131,Rose-crested Blue Pipit,call,C,23:30,pm,2017,6,22,131,119,1
353709,Rose-crested Blue Pipit,call,A,?,?,2016,10,8,127,119,1
383970,Rose-crested Blue Pipit,song,B,?,?,2015,5,13,128,121,1
232913,Rose-crested Blue Pipit,call,B,?,?,2010,1,30,126,109,1
164499,Rose-crested Blue Pipit,song,B,?,?,1993,5,3,152,153,1
68258,Rose-crested Blue Pipit,call,B,?,?,2005,6,7,128,120,1
16969,Rose-crested Blue Pipit,song,B,?,?,2007,5,7,149,150,1
11506,Rose-crested Blue Pipit,song,B,?,?,2007,2,27,155,154,1
11505,Rose-crested Blue Pipit,call,B,?,?,2007,2,2,153,158,1
1201,Rose-crested Blue Pipit,song,B,?,?,1991,6,20,136,160,1
28993,Rose-crested Blue Pipit,song,D,?,?,2007,5,6,122,129,1
91352,Rose-crested Blue Pipit,song,B,17:30,pm,2010,4,23,149,156,1
53789,Rose-crested Blue Pipit,song,B,17:30,pm,2010,4,20,125,118,1
53791,Rose-crested Blue Pipit,call,B,17:42,pm,2010,4,25,140,115,1
70544,Rose-crested Blue Pipit,call,A,?,am,2010,2,28,149,154,1
70543,Rose-crested Blue Pipit,call,A,?,am,2010,2,28,150,160,1
378953,Vermillion Trillian,song,A,6:00,am,2017,7,8,119,178,1
167838,Vermillion Trillian,call,A,9:17,am,2014,2,17,104,156,1
100032,Vermillion Trillian,call,C,9:21,am,2012,4,30,101,122,1
389354,Vermillion Trillian,song,B,10:30,am,2016,4,14,101,156,1
18392,Vermillion Trillian,song,A,11:13,am,2008,3,9,109,145,1
367784,Vermillion Trillian,song,A,13:00,pm,2017,3,7,110,150,1
287361,Vermillion Trillian,call,C,13:00,pm,2015,10,22,103,152,1
153963,Vermillion Trillian,call,D,14:35,pm,2013,11,5,148,158,1
142361,Vermillion Trillian,?,B,16:30,pm,2013,7,11,117,153,1
87864,Bent-beak Riffraff,song,B,5:33,am,2011,9,30,95,146,2
112603,Bent-beak Riffraff,song,A,5:35,am,2012,10,23,69,148,2
81439,Bent-beak Riffraff,song,A,6:30,am,2011,6,12,64,160,2
123208,Bent-beak Riffraff,song,A,6:41,am,2011,7,10,35,153,2
94832,Bent-beak Riffraff,song,D,6:55,am,2011,1,26,66,179,2
63315,Bent-beak Riffraff,song,B,6:57,am,2002,11,1,46,138,2
14774,Bent-beak Riffraff,call,C,6:57,am,2007,7,30,70,153,2
2889,Bent-beak Riffraff,song,A,7:23,am,1997,6,9,73,143,2
13505,Bent-beak Riffraff,song,B,7:58,am,2007,5,12,57,168,2
20422,Bent-beak Riffraff,call,A,8:00,am,2007,8,29,57,150,2
28249,Bent-beak Riffraff,song,B,8:00,am,2008,7,26,69,115,2
103181,Bent-beak Riffraff,song,B,8:04,am,2003,4,10,95,148,2
54823,Bent-beak Riffraff,song,B,8:15,am,2010,5,30,32,149,2
221677,Bent-beak Riffraff,song,A,8:30,am,2009,7,29,78,144,2
275905,Bent-beak Riffraff,song,B,8:30,am,1997,3,16,74,131,2
171003,Bent-beak Riffraff,song,B,8:30,am,2014,3,21,46,135,2
103178,Bent-beak Riffraff,song,A,8:34,am,2003,11,26,68,176,2
340433,Bent-beak Riffraff,song,A,8:51,am,2003,11,27,64,161,2
42738,Bent-beak Riffraff,song,A,9:00,am,2008,3,20,64,101,2
221678,Bent-beak Riffraff,song,B,9:00,am,1995,6,29,76,169,2
212941,Bent-beak Riffraff,song,B,9:00,am,2015,1,29,46,176,2
86,Bent-beak Riffraff,song,B,9:00,am,2003,9,27,38,107,2
77030,Bent-beak Riffraff,song,A,9:30,am,2011,1,7,64,156,2
401388,Bent-beak Riffraff,song,C,9:37,am,2017,11,23,84,155,2
37041,Bent-beak Riffraff,song,B,9:40,am,2009,7,7,78,153,2
38495,Bent-beak Riffraff,song,A,13:50,pm,2009,8,23,50,171,2
260894,Bent-beak Riffraff,song,A,?,?,2000,7,0,63,164,2
88452,Bent-beak Riffraff,song,A,?,?,2011,9,29,63,152,2
