"File_ID","English_name","Vocalization_type","Quality","Time","AM_PM","Year","Month","Day","X","Y"
"33567","Broad-winged Jojo","call","A","10:00","am","2009","4","27","135","45"
"33566","Broad-winged Jojo","""call, song""","A","10:00","am","2009","4","27","60","76"
"33565","Broad-winged Jojo","song","A","10:00","am","2009","4","27","59","75"
"33564","Broad-winged Jojo","""call, song""","A","10:00","am","2009","4","27","87","132"
"33563","Broad-winged Jojo","""call, song""","A","10:00","am","2009","4","27","59","84"
"14955","Broad-winged Jojo","call","A","10:00","am","2007","6","22","67","82"
"255840","Broad-winged Jojo","call","B","10:00","am","2015","7","5","70","157"
"183604","Broad-winged Jojo","song","C","10:00","am","2014","6","21","58","77"
"135669","Broad-winged Jojo","""call, song""","A","10:30","am","2013","5","26","61","75"
"135668","Broad-winged Jojo","""call, song""","B","10:30","am","2013","5","26","60","74"
"135667","Broad-winged Jojo","song","B","10:30","am","2013","5","26","63","88"
"103814","Broad-winged Jojo","""call, song""","B","10:30","am","2012","6","13","58","75"
"54331","Broad-winged Jojo","""call, song""","B","11:00","am","2008","7","12","64","82"
"164748","Broad-winged Jojo","song","B","11:09","am","2012","5","10","10","147"
"379541","Broad-winged Jojo","song","no score","11:30","am","2017","7","1","55","74"
"164736","Broad-winged Jojo","song","C","11:43","am","2013","5","9","58","79"
"159336","Broad-winged Jojo","call","B","11:44","am","2012","8","24","60","77"
"159277","Broad-winged Jojo","call","B","11:58","am","2012","8","19","58","77"
"372595","Broad-winged Jojo","song","B","12:00","pm","2017","5","26","143","54"
"164744","Broad-winged Jojo","call","B","12:19","pm","2012","5","12","129","108"
"164739","Broad-winged Jojo","call","B","12:19","pm","2012","5","12","57","74"
"164742","Broad-winged Jojo","call","C","12:19","pm","2012","5","12","60","75"
"176376","Broad-winged Jojo","call","B","14:03","pm","2014","4","27","53","69"
"182957","Broad-winged Jojo","song","D","14:30","pm","2014","6","21","59","78"
"94147","Broad-winged Jojo","song","B","15:30","pm","2011","7","9","45","76"
"379335","Broad-winged Jojo","song","no score","15:31","pm","2017","7","1","55","80"
"86466","Broad-winged Jojo","""call, song""","B","15:59","pm","2011","7","9","59","76"
"373461","Broad-winged Jojo","call","B","16:00","pm","2017","4","14","46","75"
"317045","Broad-winged Jojo","call","A","16:30","pm","2016","5","15","60","78"
"320111","Broad-winged Jojo","call","B","16:30","pm","2016","5","29","55","79"
"330559","Broad-winged Jojo","call","C","17:00","pm","2016","8","7","63","76"
"278199","Broad-winged Jojo","?","B","17:36","pm","2015","6","10","38","85"
"278201","Broad-winged Jojo","?","A","17:45","pm","2015","6","10","66","90"
"278203","Broad-winged Jojo","?","A","17:46","pm","2015","6","10","69","90"
"142861","Broad-winged Jojo","song","B","18:00","pm","2013","6","16","75","145"
"228616","Broad-winged Jojo","call","B","19:00","pm","1999","4","25","58","76"
"320501","Broad-winged Jojo","call","C","19:00","pm","2016","6","7","61","91"
"108734","Broad-winged Jojo","call","B","19:25","pm","2012","8","28","45","74"
"194599","Broad-winged Jojo","call","B","20:08","pm","2014","7","30","33","140"
"194583","Broad-winged Jojo","call","B","20:12","pm","2014","7","30","43","73"
"59092","Broad-winged Jojo","call","A","?","?","2010","7","31","142","47"
"51531","Broad-winged Jojo","song","A","?","?","2005","5","10","77","140"
"59093","Broad-winged Jojo","call","B","?","?","2010","7","31","53","76"
"17165","Broad-winged Jojo","song","B","?","?","2007","7","9","57","76"
"17162","Broad-winged Jojo","call","B","?","?","2007","7","9","62","78"
"17164","Broad-winged Jojo","song","C","?","?","2007","7","9","59","77"
"1202","Broad-winged Jojo","song","C","?","?","2003","7","18","57","86"
"55153","Canadian Cootamum","?","C","2:39","am","2010","4","2","21","132"
"325435","Canadian Cootamum","call","B","4:30","am","2016","5","14","38","136"
"181303","Canadian Cootamum","call","C","4:30","am","2014","5","31","21","137"
"388694","Canadian Cootamum","call","A","6:00","am","2016","5","1","32","125"
"388693","Canadian Cootamum","call","A","6:00","am","2016","5","1","31","138"
"202087","Canadian Cootamum","?","B","6:00","am","2014","11","10","40","134"
"72511","Canadian Cootamum"," call","C","6:01","am","2011","2","27","39","126"
"138068","Canadian Cootamum","call","B","6:21","am","2013","3","16","100","130"
"125207","Canadian Cootamum","call","B","6:27","am","2013","3","16","28","135"
"243586","Canadian Cootamum","call","A","6:30","am","2015","3","16","30","132"
"217766","Canadian Cootamum","call","A","6:30","am","2015","3","15","38","142"
"31012","Canadian Cootamum","song","A","6:30","am","2008","4","10","37","60"
"311816","Canadian Cootamum","call","D","6:30","am","2016","3","25","40","129"
"31011","Canadian Cootamum","?","D","6:30","am","2008","4","10","30","129"
"31010","Canadian Cootamum","song","D","6:30","am","2008","4","10","32","136"
"166584","Canadian Cootamum","call","A","6:40","am","2014","2","8","34","135"
"272302","Canadian Cootamum","call","B","6:45","am","2015","2","10","83","145"
"216516","Canadian Cootamum","call","B","6:48","am","2014","2","2","41","137"
"216509","Canadian Cootamum","call","B","6:48","am","2014","2","2","32","136"
"243587","Canadian Cootamum","call","A","7:00","am","2015","3","13","85","133"
"237821","Canadian Cootamum","song","C","10:00","am","2015","4","28","24","124"
"301714","Canadian Cootamum","call","B","18:00","pm","2016","1","29","32","134"
"301715","Canadian Cootamum","call","C","18:00","pm","2016","1","29","22","136"
